"id:ID","uri","label","extensible","notation","definition","identifier","alt_label","pref_label"
"38057","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C68772","","","surrogate endpoint","An endpoint that is used in clinical trials as a substitute for a direct measure of how a patient feels, functions, or survives. A surrogate endpoint does not measure the clinical benefit of primary interest in and of itself, but rather is expected to predict that clinical benefit or harm based on epidemiologic, therapeutic, pathophysiologic, or other scientific evidence. [NIH-FDA BEST (Biomarkers, Endpoints, and other Tools) Resource, https://www.ncbi.nlm.nih.gov/books/NBK338448/; https://www.fda.gov/drugs/development-resources/best-resource-taxonomy]","C68772","","Surrogate Endpoint"
"38058","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142724","","","surrogate marker","A measurement of a drug's biological activity that substitutes for a clinically meaningful endpoint. [After Russell Katz, Biomarkers and Surrogate Markers: An FDA Perspective, NeuroRx. 2004 Apr;1(2):189-95.]","C142724","","Surrogate Marker"
"38059","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142725","","","surrogate variable","A variable that provides an indirect measurement of effect in situations where direct measurement of clinical effect is not feasible or practical. [ICH E9]","C142725","","Surrogate Variable"
"38060","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C17176","","","survey","Any means (e.g., questionnaire, diary, interview script, group of items) that is used to collect PRO data. NOTE: survey refers to the content of the group of items and does not necessarily include the training and scoring documents generally not seen by respondents. [from ISOQOL comments on PRO Guidance] Compare to instrument.","C17176","","Survey"
"38061","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156631","","","suspension (of a clinical trial)","An interruption of the conduct of a clinical trial by a Member State of the EU. NOTE: Similar to FDA ""clinical hold"". [After EU CTR] See also clinical hold (of a clinical trial), termination (of a clinical trial), temporary halt (of a clinical trial).","C156631","","Clinical Trial Suspension"
"38062","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C4876","","","symptom","An experience reported by a patient that may indicate a disease. NOTE: Some examples of symptoms are pain, fatigue, nausea, and anxiety. [After NCI Glossary] See also diagnosis, sign.","C4876","","Symptom"
"38063","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C68836","","","synopsis","Brief overview prepared at the conclusion of a study as a routine part of a regulatory submission, summarizing the study plan and results; includes numerical summary of efficacy and safety results, study objective, criteria for inclusion, methodology, etc. [after ICH E3]","C68836","","Synopsis"
"38064","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C54277","","","syntactic","The order, format, content of clinical trial data and/or documents as distinct from their meaning. NOTE: Syntactic interoperability is achieved when information is correctly exchanged between two systems according to structured rules whether or not sensible meaning is preserved. See also semantic, semantic interoperability.","C54277","","Syntax"
"38065","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C176263","","","synthetic data","Data that are artificially created rather than being generated by actual events. NOTE: Data are often created with the help of algorithms and used for a wide range of activities, including as test data for new products and tools, for model validation, and in AI optimization. [After The Ultimate Guide to Synthetic Data in 2020, August 29, 2020]. See also artificial intelligence.","C176263","","Synthetic Data"
"38066","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C25700","","","system","People, machines, software, applications, and/or methods organized to accomplish a set of specific functions or objectives. [ANSI]","C25700","","System"
"38067","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C53231","","","t-test","A statistical test used to compare the means of two groups of test data.","C53231","","t-Test"
"38068","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C125429","","","table of roles and responsibilities","A cumulative record documenting operational access and authorizations of study personnel to electronic systems used in eClinical trials.","C125429","","Clinical Trial Roles and Responsibilities Matrix"
"38069","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142727","","","tabulation dataset","A dataset structured in a tabular format. NOTE: The CDISC Study Data Tabulation Model (SDTM) defines standards for tabulation datasets that fulfill FDA requirements for submitting clinical trial data.","C142727","","Tabulation Dataset"
"38070","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C49692","","","target enrollment","The number of subjects in a class or group (including the total for the entire trial) intended to be enrolled in a trial to reach the planned sample size. Target enrollments are set so that statistical and scientific objectives of a trial will have a likelihood of being met as determined by agreement, algorithm, or other specified process.","C49692","","Planned Subject Number"
"38071","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142728","","","target population","Population of patients to which the indication of a medicinal product applies. NOTE: The term applies to investigational and authorized medicinal products. [After ISO 11615.2012]","C142728","","Target Study Population"
"38072","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142729","","","technology provider","A person, company, or other entity who develops, produces, and sells software applications and/or hardware for use in conducting clinical trials and/or in analyzing clinical trial data and or submitting clinical trial information for regulatory approval.","C142729","technology vendor","Technology Provider"
"38073","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156630","","","temporary halt (of a clinical trial)","An interruption not provided in the protocol of the conduct of a clinical trial by the sponsor with the intention of the sponsor to resume it. [After EU CTR] See also termination (of a clinical trial), clinical hold (of a clinical trial), suspension (of a clinical trial).","C156630","","Clinical Trial Temporary Halt"
"38074","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C45559","","","term","One or more words designating something. NOTE: In a controlled vocabulary, terms are considered to refer to an underlying concept having a single meaning. Concepts may be linked to several synonymous terms.","C45559","","Term"
"38075","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142739","","","termination (of a clinical trial)","Discontinuation of a trial prior to plan as defined in the protocol. NOTE: Additional information can be found in Division of AIDS (DAIDS) Site Clinical Operations and Research Essentials (SCORE) Manual: Premature Termination or Suspension of a Clinical Trial, 19 January 2021. See also discontinuation, suspension (of a clinical trial), clinical hold (of a clinical trial), temporary halt (of a clinical trial).","C142739","","Trial Termination"
