"id","alt_label","definition","identifier","notation","pref_label","uri"
"6965","Procollagen 3 N-Terminal Propeptide","A measurement of the procollagen 3 N-terminal propeptide in a biological specimen.","C128973","P3NP","Procollagen 3 N-Terminal Propeptide Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C128973"
"6966","P50 Oxygen","A measurement of the partial pressure of oxygen when hemoglobin is half saturated in a biological specimen.","C102279","P50OXYGN","P50 Oxygen Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C102279"
"6967","Platelet Activating Factor","A measurement of the platelet activating factor in a biological specimen.","C111292","PAF","Platelet Activating Factor Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C111292"
"6968","P-Aminohippurate Sodium","A measure of the para-aminohippurate sodium in a biological specimen.","C127631","PAH","Para-Aminohippurate Sodium Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C127631"
"6969","Plasminogen Activator Inhibitor-1","A measurement of the plasminogen activator inhibitor-1 in a biological specimen.","C82030","PAI1","Plasminogen Activator Inhibitor-1 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82030"
"6970","Plasminogen Activator Inhibitor-1 AG","A measurement of the plasminogen activator inhibitor-1 antigen in a biological specimen.","C81989","PAI1AG","Plasminogen Activator Inhibitor-1 Antigen Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C81989"
"6971","Prostatic Acid Phosphatase","A measurement of the prostatic acid phosphatase in a biological specimen.","C80204","PAP","Prostatic Acid Phosphatase Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C80204"
"6972","Pregnancy-Associated Plasma Protein-A","A measurement of the pregnancy-associated plasma protein-A in a biological specimen.","C82031","PAPPA","Pregnancy-Associated Plasma Protein-A Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82031"
"6973","Pappenheimer Bodies","A measurement of the cells containing Pappenheimer Bodies (violet or blue staining ferritin granules usually found along the periphery of the red blood cells) in a biological specimen.","C74616","PAPPEN","Pappenheimer Body Count","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74616"
"6974","Paraldehyde","A measurement of the paraldehyde in a biological specimen.","C184630","PARALD","Paraldehyde Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184630"
"6975","Anti-Parietal Cell Antibody;Parietal Cell Antibody","A measurement of the parietal cell antibody in a biological specimen.","C116207","PARICEAB","Parietal Cell Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C116207"
"6976","Paroxetine","A measurement of the paroxetine present in a biological specimen.","C147410","PAROXET","Paroxetine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147410"
"6977","PB-22 3-carboxyindole","A measurement of the synthetic cannabinoid metabolite PB-22 3-carboxyindole in a biological specimen.","C184559","PB223C","PB-22 3-carboxyindole Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184559"
"6978","5-fluoro PB-22 3-carboxyindole","A measurement of the synthetic cannabinoid metabolite 5-fluoro PB-22 3-carboxyindole in a biological specimen.","C184560","PB225F3C","5-fluoro PB-22 3-carboxyindole Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184560"
"6979","Porphobilinogen","A measurement of the porphobilinogen in a biological specimen.","C156539","PBG","Porphobilinogen Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C156539"
"6980","Porphobilinogen/Creatinine","A relative measurement (ratio or percentage) of the porphobilinogen to creatinine in a biological specimen.","C156540","PBGCREAT","Porphobilinogen to Creatinine Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C156540"
"6981","PCA3 mRNA/PSA mRNA","A relative measurement (ratio) of the prostate cancer antigen 3 mRNA to prostate specific antigen mRNA in a biological specimen.","C132378","PC3MPSAM","PCA3 mRNA to PSA mRNA Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C132378"
"6982","Prostate Cancer Antigen 3 mRNA","A measurement of the prostate cancer antigen 3 mRNA in a biological specimen.","C132379","PCA3MRNA","Prostate Cancer Antigen 3 mRNA Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C132379"
"6983","Platelet Component Distribution Width","A measurement of a marker of platelet shape change in a biological specimen.","C111294","PCDW","Platelet Component Distribution Width Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C111294"
"6984","Prochlorperazine","A measurement of the prochlorperazine in a biological specimen.","C177983","PCHLRPZN","Prochlorperazine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C177983"
"6985","Cyclin;Proliferating Cell Nuclear Antigen","A measurement of the proliferating cell nuclear antigen in a biological specimen.","C120646","PCNAG","Proliferating Cell Nuclear Antigen Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C120646"
"6986","Partial Pressure Carbon Dioxide","A measurement of the pressure of carbon dioxide in a biological specimen.","C82625","PCO2","Partial Pressure of Carbon Dioxide Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82625"
"6987","Partial Pressure Carbon Dioxide Adj Temp","A measurement of the pressure of carbon dioxide, which has been adjusted for body temperature, in a biological specimen.","C147411","PCO2ADJT","Partial Pressure of Carbon Dioxide Adjusted for Body Temperature Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147411"
"6988","Phencyclidine;Phenylcyclohexylpiperidine","A measurement of the phencyclidine present in a biological specimen.","C74694","PCP","Phencyclidine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74694"
"6989","Proprotein Convertase Subtilisin/Kexin 9","A measurement of the proprotein convertase subtilisin/kexin type 9 in a biological specimen.","C120647","PCSK9","Proprotein Convertase Subtilisin/Kexin Type 9 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C120647"
"6990","Procalcitonin","A measurement of the procalcitonin in a biological specimen.","C103430","PCT","Procalcitonin Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103430"
"6991","Soluble CD279;Soluble PD-1;Soluble PD1;Soluble Programmed Cell Death Protein 1;Soluble Programmed Death-1","A measurement of the soluble programmed death-1 protein in a biological specimen.","C172505","PD1S","Soluble Programmed Death-1 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C172505"
"6992","PDGF Isoform AA;Platelet Derived Growth Factor IsoformAA;Platelet Derived Growth Factor-AA Isoform","A measurement of the platelet derived growth factor isoform AA in a biological specimen.","C163481","PDGFAA","Platelet Derived Growth Factor Isoform AA Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C163481"
"6993","PDGF Isoform AB;Platelet Derived Growth Factor IsoformAB;Platelet Derived Growth Factor-AB Isoform","A measurement of the platelet derived growth factor isoform AB in a biological specimen.","C116208","PDGFAB","Platelet Derived Growth Factor Isoform AB Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C116208"
"6994","Soluble CD274;Soluble PD-L1;Soluble PDL1;Soluble Programmed Death Ligand 1","A measurement of the soluble programmed death ligand 1 in a biological specimen.","C172503","PDL1S","Soluble Programmed Death Ligand 1 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C172503"
"6995","Platelet Distribution Width","A measurement of the range of platelet sizes in a biological specimen.","C81962","PDW","Platelet Distribution Width","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C81962"
"6996","CD31;CD31 Antigen;PECAM;PECAM-1;PECAM1;Platelet And Endothelial Cell Adhesion Molecule 1;Platelet Endo Cell Adhesion Molecule 1;Platelet Endothelial Adhesion Molecule","A measurement of the platelet and endothelial cell adhesion molecule 1 in a biological specimen.","C135472","PECAM1","Platelet Endothelial Cell Adhesion Molecule 1 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C135472"
"6997","Pelger Huet Anomaly","A measurement of the Pelger Huet Anomaly (nuclei of neutrophils and eosinophils appear rod-like, spherical or dumbbell shaped) in a biological specimen.","C74617","PELGERH","Pelger Huet Anomaly Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74617"
"6998","Pemphigoid Antibodies","A measurement of the pemphigoid antibodies in a biological specimen.","C81988","PEMAB","Pemphigoid Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C81988"
"6999","Pemoline","A measurement of the pemoline in a biological specimen.","C184631","PEMOLINE","Pemoline Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184631"
"7000","Pentedrone","A measurement of the pentedrone in a biological specimen.","C184561","PENDRN","Pentedrone Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184561"
"7001","Pentylone","A measurement of the pentylone in a biological specimen.","C184562","PENTYLN","Pentylone Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184562"
"7002","Pepsinogen","A measurement of the pepsinogen in a biological specimen.","C100122","PEPSNG","Pepsinogen Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C100122"
"7003","Pepsinogen A;PGA","A measurement of the pepsinogen A in a biological specimen.","C100469","PEPSNGA","Pepsinogen A Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C100469"
"7004","Pepsinogen C;PGC","A measurement of the pepsinogen C in a biological specimen.","C100470","PEPSNGC","Pepsinogen C Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C100470"
"7005","Pepsinogen I;PGI","A measurement of the pepsinogen I in a biological specimen.","C100467","PEPSNGI","Pepsinogen I Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C100467"
"7006","Pepsinogen II;PGII","A measurement of the pepsinogen II in a biological specimen.","C100468","PEPSNGII","Pepsinogen II Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C100468"
"7007","Proliferating Erythroid/Total Cells","A relative measurement (ratio or percentage) of the proliferating erythroid cells to total cells in a biological specimen.","C127632","PERCECE","Proliferating Erythroid Cell to Total Cell Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C127632"
"7008","OSF2;Osteoblast Specific Factor 2;Periostin;POSTN","A measurement of the periostin in a biological specimen.","C112395","PERIOSTN","Periostin Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C112395"
"7009","Perphenazine","A measurement of the perphenazine in a biological specimen.","C177988","PERPHNZN","Perphenazine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C177988"
"7010","8-Iso-PGF2alpha/Creatinine","A relative measurement (ratio or percentage) of the prostaglandin F2 alpha isoform 8 to creatinine in a biological specimen.","C119291","PF2AI8CR","8-Iso-Prostaglandin F2 Alpha to Creatinine Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C119291"
"7011","Platelet Factor 4 Heparin Complex Induced Antibody;Platelet Fctr 4 Heparin Cmplx Induced Ab","A measurement of the platelet factor 4 heparin complex induced antibody in a biological specimen.","C147412","PF4HCIAB","Platelet Factor 4-Heparin Complex Induced Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147412"
"7012","PFCT;Platelet Function Closure Time","A measurement of the platelet function closure time in a biological specimen.","C111295","PFCT","Platelet Function Closure Time Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C111295"
"7013","Prostaglandin","A measurement of the total prostaglandin in a biological specimen.","C103343","PG","Prostaglandin Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103343"
"7014","Platelet-Granulocyte Agg;Platelet-Granulocyte Aggregates","A measurement of the aggregates composed of platelets and granulocytes in a biological specimen.","C165978","PGAG","Platelet-Granulocyte Aggregate Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C165978"
"7015","Prostaglandin D2","A measurement of the prostaglandin D2 in a biological specimen.","C103431","PGD2","Prostaglandin D2 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103431"
"7016","Beta-Trace Protein;Prostaglandin D2 Synthase","A measurement of the prostaglandin D2 synthase in a biological specimen.","C103432","PGD2S","Prostaglandin D2 Synthase Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103432"
"7017","Prostaglandin E1","A measurement of the prostaglandin E1 in a biological specimen.","C103434","PGE1","Prostaglandin E1 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103434"
"7018","Prostaglandin E2","A measurement of the prostaglandin E2 in a biological specimen.","C103435","PGE2","Prostaglandin E2 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103435"
"7019","Prostaglandin E Synthase","A measurement of the prostaglandin E synthase in a biological specimen.","C103433","PGES","Prostaglandin E Synthase Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103433"
"7020","Prostaglandin F1 Alpha","A measurement of the prostaglandin F1 alpha in a biological specimen.","C103436","PGF1A","Prostaglandin F1 Alpha Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103436"
"7021","Prostaglandin F2 Alpha","A measurement of the prostaglandin F2 alpha in a biological specimen.","C103437","PGF2A","Prostaglandin F2 Alpha Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103437"
"7022","8-Iso-Prostaglandin F2 Alpha","A measurement of the prostaglandin F2 alpha isoform 8 in a biological specimen.","C119292","PGF2AI8","8-Iso-Prostaglandin F2 Alpha Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C119292"
"7023","pH","The negative logarithm (base 10) of the concentration of hydronium ions, which is used as a measure of the acidity or alkalinity of a fluid.","C45997","PH","pH","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C45997"
"7024","pH Adjusted for Body Temp","A measurement of pH, which has been adjusted for body temperature, in a biological specimen.","C161367","PHADJT","pH Adjusted for Body Temperature Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C161367"
"7025","Phenylalanine","A measurement of the phenylalanine in a biological specimen.","C81280","PHE","Phenylalanine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C81280"
"7026","Dibenzothiazine;Phenothiazine","A measurement of the phenothiazine present in a biological specimen.","C74695","PHENTHZ","Phenothiazine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74695"
"7027","Phenytoin","A measurement of the phenytoin in a biological specimen.","C147413","PHENYTN","Phenytoin Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147413"
"7028","Phenobarbital","A measurement of the phenobarbital present in a biological specimen.","C75368","PHNBRBTL","Phenobarbital Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C75368"
"7029","Phendimetrazine","A measurement of the phendimetrazine in a biological specimen.","C184597","PHNDMTZN","Phendimetrazine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184597"
"7030","Phenyl Ketones;Phenylketones","A measurement of the total phenylketones in a biological specimen","C147414","PHNKET","Phenylketone Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147414"
"7031","Phenmetrazine","A measurement of the phenmetrazine in a biological specimen.","C184574","PHNMTZN","Phenmetrazine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184574"
"7032","Phenazocine","A measurement of the phenazocine in a biological specimen.","C184573","PHNZCN","Phenazocine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184573"
"7033","Inorganic Phosphate;Phosphate;Phosphorus","A measurement of the phosphate in a biological specimen.","C64857","PHOS","Phosphate Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C64857"
"7034","Phosphate Clearance","A measurement of the volume of serum or plasma that would be cleared of phosphate by excretion of urine for a specified unit of time (e.g. one minute).","C106553","PHOSCLR","Phosphate Clearance Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C106553"
"7035","Phosphate/Creatinine","A relative measurement (ratio or percentage) of the phosphate to creatinine in a biological specimen.","C79461","PHOSCRT","Phosphate to Creatinine Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C79461"
