"id","alt_label","definition","identifier","notation","pref_label","uri"
"8277","Microgram per Gram per Day","A dose calculation unit expressed in microgram(s) per gram per period of time equal to twenty-four hours. (NCI)","C74921","ug/g/day","Microgram per Gram per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C74921"
"8278","Microgram per Gram per Hour","A dose calculation unit expressed in microgram(s) per gram per period of time equal to sixty minutes. (NCI)","C74922","ug/g/h","Microgram per Gram per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C74922"
"8279","Microgram per Gram per Minute","A dose calculation unit expressed in microgram(s) per gram per period of time equal to sixty seconds. (NCI)","C74923","ug/g/min","Microgram per Gram per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C74923"
"8280","mcg/h","A unit of mass flow rate equal to one microgram per hour.","C67394","ug/h","Microgram per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67394"
"8281","mcg/kg;Microgram per Kilogram;ng/g;pg/mg;ug/kg","A unit of a mass fraction expressed as a number of micrograms of substance per kilogram of mixture. The unit is also used as a dose calculation unit.(NCI)","C67396","ug/kg","Microgram per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67396"
"8282","Microgram per Kilogram per Day","A dose calculation unit expressed in microgram(s) per kilogram per period of time equal to twenty-four hours. (NCI)","C73729","ug/kg/day","Microgram per Kilogram per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73729"
"8283","Microgram per Kilogram per Hour","A dose calculation unit expressed in microgram(s) per kilogram per period of time equal to sixty minutes. (NCI)","C73730","ug/kg/h","Microgram per Kilogram per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73730"
"8284","Gamma per Kilogram per Minute;gamma/kg/min;mcg/kg/min;Microgram per Kilogram per Minute","A dose calculation unit equal to one millionth of a gram of a preparation per one kilogram of body mass administered per unit of time equal to one minute.(NCI)","C71210","ug/kg/min","Microgram per Kilogram per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71210"
"8285","Microgram per Kilogram per Week","A dose calculation unit expressed in microgram(s) per kilogram per period of time equal to seven days.","C89830","ug/kg/wk","Microgram per Kilogram per Week","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C89830"
"8286","","A unit of equivalent concentration equal to the number of micrograms of D-dimer per unit volume equal to one liter. (NCI)","C161495","ug/L DDU","Micrograms DDU Per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C161495"
"8287","FEU ug/L;ng/mL FEU;ug FEU/L;ug-L-FEU","A unit of equivalent concentration equal to the number of micrograms of fibrinogen per unit volume equal to one liter.","C158292","ug/L FEU","Microgram per Liter Fibrinogen Equivalent Units","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C158292"
"8288","mcg/L;mg/m3;Microgram per Liter;Milligram per Cubic Meter;Nanogram per Milliliter;ng/mL;ug/L","A unit of concentration or mass density equal to one nanogram of substance per milliliter of solution or one microgram of substance per liter of solution.","C67306","ug/L","Microgram per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67306"
"8289","ng/mL/h","A rate unit equal to the number of micrograms per unit of volume equal to one liter per unit of time equal to one hour.","C122229","ug/L/h","Microgram per Liter per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122229"
"8290","Microgram per Square Meter","A dose calculation unit expressed in microgram(s) per square meter.","C67312","ug/m2","Microgram per Square Meter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67312"
"8291","Microgram per Square Meter per Day","A dose calculation unit expressed in microgram(s) per square meter per period of time equal to twenty-four hours. (NCI)","C73787","ug/m2/day","Microgram per Square Meter per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73787"
"8292","Microgram per Square Meter per Hour","A dose calculation unit expressed in microgram(s) per square meter per period of time equal to sixty minutes. (NCI)","C73727","ug/m2/h","Microgram per Square Meter per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73727"
"8293","Microgram per Square Meter per Minute","A dose calculation unit expressed in microgram(s) per square meter per period of time equal to sixty seconds. (NCI)","C73733","ug/m2/min","Microgram per Square Meter per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73733"
"8294","mcg/min","A unit of mass flow rate equal to one microgram per minute.","C71211","ug/min","Microgram per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71211"
"8295","Microgram per Milliliter per Hour","A dose calculation unit expressed in microgram(s) per milliliter of solution per period of time equal to sixty minutes. (NCI)","C75905","ug/mL/h","Microgram per Milliliter per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C75905"
"8296","ng/mmol;pg/umol","A unit of mass commonly used to express the molar mass of a substance in microgram(s) per mole.","C176385","ug/mol","Microgram per Mole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C176385"
"8297","Microgram Equivalent","A unit of relative amount of substance equal to one millionth of a gram of an equivalent weight.","C105497","ugEq","Microgram Equivalent","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105497"
"8298","ngEq/mL;ugEq/L","A concentration unit measured as the number of microgram equivalents of solute per liter of solution, or as the number of nanogram equivalents of solute per milliliter of solution.","C122230","ugEq/L","Microgram Equivalent per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122230"
"8299","","A unit of concentration (biologic activity) equal to one micro-international unit of substance per deciliter of solution.","C124463","uIU/dL","Micro-International Unit per Deciliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124463"
"8300","","A unit of concentration (biologic activity) equal to one micro-international unit of substance per liter of solution.","C124464","uIU/L","Micro-International Unit per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124464"
"8301","mckat;Microkatal","A unit of catalytic activity measurement equal to one millionth of katal (1E-6 katal). (NCI)","C70562","ukat","Microkatal","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70562"
"8302","mckat/10^12 RBC","Unit of catalytic activity concentration defined as activity equal to one millionth of katal per 10^12 erythrocytes.","C124465","ukat/10^12 RBC","Microkatal per Trillion Erythrocytes","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124465"
"8303","mckat/L;Microkatal per Liter","Unit of catalytic activity concentration defined as activity equal to one millionth of katal per one liter of the system volume.(NCI)","C67397","ukat/L","Microkatal per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67397"
"8304","mcL;Microliter;mm3","A unit of volume accepted for use with the SI and equal to one millionth of a liter (1E-6 liter). (NCI)","C48153","uL","Microliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48153"
"8305","","A unit of measure expressed in microliter(s) per dose.","C124466","uL/dose","Microliter per Dose","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124466"
"8306","(uL/day)/kg;uL/kg/day","Microliters per kilogram per day or microliters per day (flow rate), divided by kilograms (weight).","C132481","uL/kg/day","Microliter per Kilogram per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C132481"
"8307","mcL/mL;Microliter per Milliliter;mL/L","A unit of volume fraction expressed as a number of microliters of the constituent per the volume of the system represented in milliliters.(NCI)","C69175","uL/mL","Microliter per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C69175"
"8308","mcm;Micron","A unit of length in metric system equal to 1E-6 meter, or micrometer. (NCI)","C48510","um","Micron","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48510"
"8309","","A unit of length equal to one micrometer per unit of time equal to one day.","C126081","um/day","Micrometer per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C126081"
"8310","Micrometers per Second;micron/sec;um/sec","A unit of both speed (scalar) and velocity (vector), defined as the distance of one micrometer travelled per unit time equal to one second.","C154858","um/s","Micrometer per Second","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C154858"
"8311","MicroSquare Meter","A SI unit of area measurement equal to a square whose sides are one micrometer long. (NCI)","C73770","um2","Square Micrometer","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73770"
"8312","mcmol;Micromole","A unit of amount of substance equal to one millionth (1E-6) of a mole. (NCI)","C48509","umol","Micromole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48509"
"8313","mcmol/day","A unit of substance flow rate equal to one micromole per day.","C67406","umol/day","Micromole per 24 Hours","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67406"
"8314","","A unit of concentration (molarity unit) equal to one micromole of solute per deciliter of solution. (NCI)","C67407","umol/dL","Micromole per Deciliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67407"
"8315","","A unit of fraction expressed as the ratio of the number of micromoles of substance per unit of time equal to one hour, to the amount of a different substance, in millimoles.","C124467","umol/h/mmol","Micromole per Hour per Millimole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124467"
"8316","","A unit of concentration (molarity unit) equal to one millionth of a mole (1E-6 mole) per kilogram of a substance per period of time equal to sixty seconds.","C126082","umol/kg/min","Micromole per Kilogram per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C126082"
"8317","nmol/mL","A unit of concentration (molarity unit) equal to one micromole of solute per liter of solution.","C48508","umol/L","Micromole per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48508"
"8318","","A concentration unit equal to one micromole of solute in one liter of solution per unit of time equal to one hour.","C124468","umol/L/h","Micromole per Liter per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124468"
"8319","","A concentration unit equal to one micromole of solute in one liter of solution per unit of time equal to one minute.","C120852","umol/L/min","Micromole per Liter per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C120852"
"8320","Micromoles per Liter per Second","A concentration unit equal to one micromole of solute in one liter of solution per unit of time equal to one second. (NCI)","C105498","umol/L/sec","Micromole Per Liter Per Second","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105498"
"8321","Micromole per Milligram per Minute","A unit of concentration (molarity unit) equal to one millionth of a mole (1E-6 mole) per milligram of a substance per period of time equal to sixty seconds. (NCI)","C73735","umol/mg/min","Micromole per Milligram per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73735"
"8322","mcmol/min","A unit of substance flow rate equal to one micromole per minute.","C85708","umol/min","Micromole per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C85708"
"8323","nmol/mmol","A unit of fraction expressed as the ratio of the amount of a substance in solution, in micromoles, to the amount of a different substance in the mixture, in moles.","C122231","umol/mol","Micromole per Mole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122231"
"8324","Microosmole","A unit of osmotic pressure equal to one millionth of an osmole or the osmotic pressure of a 1E-6 molar solution of a substance that does not dissociate. (NCI)","C73736","uOsm","Microosmole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73736"
"8325","Microsecond","A unit of time equal to one millionth of a second. (NCI)","C69149","usec","Microsecond","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C69149"
"8326","uS","A unit of electrical conductance, admittance, and susceptance equal to one millionth of a Siemens (10E-6 Siemens). (NCI)","C154859","uSiemens","Microsiemens","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C154859"
"8327","United States Pharmacopeia Unit","An arbitrary unit established and approved by the United States Pharmacopeia.","C48469","USP U","United States Pharmacopeia Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48469"
"8328","","An arbitrary unit of substance content expressed in microunit(s) per deciliter.","C124469","uU/dL","Micro-Unit per Deciliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124469"
"8329","","An arbitrary unit of substance content expressed in microunit(s) per liter.","C124470","uU/L","Micro-Unit per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124470"
"8330","mcV;Microvolt","A unit of an electric potential and electromotive force equal to one millionth of a volt.(NCI)","C71175","uV","Microvolt","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71175"
"8331","Microvolt * Seconds","A SI derived unit of magnetic flux, equal to the flux that produces in a circuit of one turn an electromotive force of one microvolt, when the flux is uniformly reduced to zero within one second. (NCI)","C105499","uV*sec","Microvolt Second","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105499"
"8332","","A unit of electromotive force equal to a microvolt squared.","C166102","uV2","Microvolts Squared","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C166102"
"8333","Volt","A unit of electric potential and electromotive force, equal to the difference of electric potential between two points on a conducting wire carrying a constant current of one Ampere when the power dissipated between the points is one watt. This is equivalent to the potential difference across a resistance of one ohm when one Ampere of current flows through it.(NCI)","C42551","V","Volt","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42551"
"8334","V/s;Volt per Second","A SI derived rate unit equal to one volt per unit of time equal to one second.","C105524","V/sec","Volt Per Second","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105524"
"8335","Vector Genomes/dose","A unit for cloning vector amount expressed as the number of vector genomes per dose.","C124471","vg/dose","Vector Genomes per Dose","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124471"
"8336","Vector Genomes per Kilogram","A unit for the vector amount expressed as the number of vector genomes per kilogram of body weight.","C163566","vg/kg","Vector Genomes per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C163566"
"8337","Vector Genomes/mL","A unit for cloning vector concentration expressed as the number of vector genomes per milliliter.","C124472","vg/mL","Vector Genomes per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124472"
"8338","Vial Dosing Unit","A dosing measurement based on the vial unit.(NCI)","C48551","VIAL","Vial Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48551"
